csv_schema_version,result_id,run_id,run_model_id,run_started_at,run_ended_at,run_status,benchmark_name,benchmark_version,pibench_commit,pi_version,suite,run_task_count,run_passed,run_weighted_score,run_weighted_total,contributor,source_url,compute_mode,accelerators_used,host_platform,cpu_model,logical_cpus,memory_gib,accelerators_detected,cuda_toolkit_version,provider,model_id,model_arg,thinking_requested,thinking_effective,context_window,max_output,runtime_label,runtime_version,runtime_commit,runtime_build,runtime_compiler,llama_cpp_version,llama_cpp_build,llama_cpp_commit,llama_cpp_commit_date,model_format,quantization,model_artifact,model_sha256,context_size,kv_cache,gpu_layers,parallel,flash_attention,temperature,top_p,top_k,min_p,seed,batch_size,ubatch_size,threads,fit,fit_context_min,split_mode,tensor_split,reasoning,reasoning_format,reasoning_budget,speculation_method,speculative_tokens,task,task_category,check_kind,task_weight,passed,score,total,weighted_score,wall_s,approx_output_tokens,approx_output_tps
1,11,3,6,2026-05-29T21:59:38Z,2026-05-29T22:01:57Z,completed,pi_agent,1,,,custom-2,2,1,5.5,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_infer_hard,pi_agent,csv_infer_exec,3.5,1,3,3,3.5,19.042696,407,21.373024
1,12,3,6,2026-05-29T21:59:38Z,2026-05-29T22:01:57Z,completed,pi_agent,1,,,custom-2,2,1,5.5,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retry_schedule_hard,pi_agent,retry_schedule_exec,3,0,2,3,2,17.579038,340,19.341218
1,13,3,7,2026-05-29T21:59:38Z,2026-05-29T22:01:57Z,completed,pi_agent,1,,,custom-2,2,1,5.5,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:high,high,openai-responses:reasoning.effort=high,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_infer_hard,pi_agent,csv_infer_exec,3.5,1,3,3,3.5,48.179964,423,8.779583
1,14,3,7,2026-05-29T21:59:38Z,2026-05-29T22:01:57Z,completed,pi_agent,1,,,custom-2,2,1,5.5,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:high,high,openai-responses:reasoning.effort=high,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retry_schedule_hard,pi_agent,retry_schedule_exec,3,0,2,3,2,19.122007,347,18.146631
1,15,4,8,2026-05-29T22:02:01Z,2026-05-29T22:03:43Z,completed,pi_agent,1,,,custom-2,2,0,4.333333,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_infer_hard,pi_agent,csv_infer_exec,3.5,0,2,3,2.333333,6.781944,836,123.268494
1,16,4,8,2026-05-29T22:02:01Z,2026-05-29T22:03:43Z,completed,pi_agent,1,,,custom-2,2,0,4.333333,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,retry_schedule_hard,pi_agent,retry_schedule_exec,3,0,2,3,2,2.526737,279,110.419091
1,17,4,9,2026-05-29T22:02:01Z,2026-05-29T22:03:43Z,completed,pi_agent,1,,,custom-2,2,0,3.166667,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:medium,medium,qwen-chat-template:enable_thinking=true,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_infer_hard,pi_agent,csv_infer_exec,3.5,0,1,3,1.166667,51.648782,439,8.499716
1,18,4,9,2026-05-29T22:02:01Z,2026-05-29T22:03:43Z,completed,pi_agent,1,,,custom-2,2,0,3.166667,6.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:medium,medium,qwen-chat-template:enable_thinking=true,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,retry_schedule_hard,pi_agent,retry_schedule_exec,3,0,2,3,2,40.302493,264,6.550463
1,19,5,10,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,0,3.5,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,0,1,4,1,9.941987,1626,163.548795
1,20,5,10,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,0,3.5,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,0,2,4,1.75,4.733578,601,126.965263
1,21,5,10,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,0,3.5,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_wrap_hard,pi_agent,text_wrap_exec,3,0,1,4,0.75,3.735277,463,123.95331
1,22,5,11,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,0,7.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:medium,medium,qwen-chat-template:enable_thinking=true,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,0,3,4,3,76.913079,502,6.526848
1,23,5,11,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,0,7.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:medium,medium,qwen-chat-template:enable_thinking=true,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,0,3,4,2.625,30.670082,406,13.237656
1,24,5,11,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,0,7.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-APEX-MTP-Compact,local-llama/Qwen3.6-35B-A3B-APEX-MTP-Compact:medium,medium,qwen-chat-template:enable_thinking=true,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_wrap_hard,pi_agent,text_wrap_exec,3,0,3,4,2.25,59.863798,313,5.228536
1,25,5,12,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,1,8.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.4,openai-codex/gpt-5.4:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,1,4,4,4,22.816997,631,27.654823
1,26,5,12,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,1,8.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.4,openai-codex/gpt-5.4:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,0,3,4,2.625,29.477149,565,19.167389
1,27,5,12,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,1,8.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.4,openai-codex/gpt-5.4:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_wrap_hard,pi_agent,text_wrap_exec,3,0,3,4,2.25,14.517226,332,22.869383
1,28,5,13,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,1,8.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,1,4,4,4,23.356292,596,25.517749
1,29,5,13,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,1,8.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,0,3,4,2.625,39.434344,511,12.958248
1,30,5,13,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,1,8.875,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:medium,medium,openai-responses:reasoning.effort=medium,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_wrap_hard,pi_agent,text_wrap_exec,3,0,3,4,2.25,19.443605,285,14.657776
1,31,5,14,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,2,9.75,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:high,high,openai-responses:reasoning.effort=high,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,1,4,4,4,119.053636,845,7.097641
1,32,5,14,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,2,9.75,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:high,high,openai-responses:reasoning.effort=high,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,1,4,4,3.5,103.719051,581,5.601671
1,33,5,14,2026-05-29T22:07:31Z,2026-05-29T22:17:29Z,completed,pi_agent,1,,,custom-3,3,2,9.75,10.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,openai-codex,gpt-5.5,openai-codex/gpt-5.5:high,high,openai-responses:reasoning.effort=high,272K,128K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text_wrap_hard,pi_agent,text_wrap_exec,3,0,3,4,2.25,37.027418,339,9.155378
1,35,7,16,2026-05-29T22:29:04Z,2026-05-29T22:29:09Z,completed,pi_agent,1,,,custom-1,1,1,0.5,0.5,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact,local-llama/Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,json_exact,pi_agent,json_exact,0.5,1,,,0.5,3.62607,7,1.930464
1,36,8,17,2026-05-29T22:45:16Z,2026-05-29T22:45:47Z,completed,pi_agent,1,,,hard-5,5,2,12.625,17,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact,local-llama/Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,csv_infer_hard,pi_agent,csv_infer_exec,3.5,1,3,3,3.5,4.97383,642,129.075594
1,37,8,17,2026-05-29T22:45:16Z,2026-05-29T22:45:47Z,completed,pi_agent,1,,,hard-5,5,2,12.625,17,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact,local-llama/Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,retry_schedule_hard,pi_agent,retry_schedule_exec,3,0,2,3,2,4.470043,553,123.712465
1,38,8,17,2026-05-29T22:45:16Z,2026-05-29T22:45:47Z,completed,pi_agent,1,,,hard-5,5,2,12.625,17,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact,local-llama/Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,semver_range_hard,pi_agent,semver_range_exec,4,1,4,4,4,11.861498,1731,145.934348
1,39,8,17,2026-05-29T22:45:16Z,2026-05-29T22:45:47Z,completed,pi_agent,1,,,hard-5,5,2,12.625,17,,,,[],Linux-6.12.88+deb13-amd64-x86_64-with-glibc2.41,AMD Ryzen 9 7900 12-Core Processor,24,61.966,"[""NVIDIA GeForce RTX 3090, 24576, 550.163.01""]",,local-llama,Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact,local-llama/Qwen3.6-35B-A3B-Uncensored-Genesis-MTP-APEX-Compact:off,off,qwen-chat-template:enable_thinking=false,131.1K,4.1K,llama.cpp,,,,,9203,llama.cpp b9203 (87589042c),87589042c,,,,,,,,,,,,,,,,,,,,,,,,,,,,markdown_table_hard,pi_agent,markdown_table_exec,3.5,0,1,4,0.875,4.981907,652,130.873576
